campaign_id,case_id,run_id,server,priority,phase,block_id,parent,reference,model_seed,stream_seed,arm,calibration_family,input_distribution,added_updates,parent_updates,lifetime_student_updates,lr_u,lr_a,warmup_updates,scheduler,alpha,beta,lambda_edge,batch_size,teacher_layout,teacher_width,teacher_depth,student_layout,student_width,student_depth,optimizer_init,student_A_init,depends_on,selection,execution_status,binding_required
PANDA_GF2_P40_S345_20260922_v1,B28,GFP40_GF2_S4_B28_CTRL_MSTAR_FT20K_RS98712_v1,s4,PRIMARY,LOCKED_CONFIRM,S4_CONFIRM_2,B26,R4_100,,98712,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""B26"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,B29,GFP40_GF2_S4_B29_NATIVE0_NATIVE_FRESH100K_RS98613_v1,s4,OPTIONAL,LOCKED_CONFIRM,S4_CONFIRM_3,FRESH,R4_100,98613,98613,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B30,GFP40_GF2_S4_B30_CTRL_MSTAR_FT20K_RS98713_v1,s4,OPTIONAL,LOCKED_CONFIRM,S4_CONFIRM_3,B29,R4_100,,98713,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""B29"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,B31,GFP40_GF2_S4_B31_MIX_MSTAR_FT20K_RS98713_v1,s4,OPTIONAL,LOCKED_CONFIRM,S4_CONFIRM_3,B29,R4_100,,98713,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""B29"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,C01,GFP40_GF2_S5_C01_CTRL_G025_FT20K_RS98301_v1,s5,PRIMARY,DIRECTION,C_G025_TWO_PARENTS,P5B,R5_100,,98301,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C02,GFP40_GF2_S5_C02_MIX_G025_FT20K_RS98301_v1,s5,PRIMARY,DIRECTION,C_G025_TWO_PARENTS,P5B,R5_100,,98301,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C03,GFP40_GF2_S5_C03_MIX_G025_FT20K_RS98302_v1,s5,PRIMARY,DIRECTION,C_G025_TWO_PARENTS,P5A,R5_100,,98302,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C04,GFP40_GF2_S5_C04_CTRL_G025_FT20K_RS98302_v1,s5,PRIMARY,DIRECTION,C_G025_TWO_PARENTS,P5A,R5_100,,98302,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C05,GFP40_GF2_S5_C05_CTRL_LOW_FT20K_RS98301_v1,s5,PRIMARY,DIRECTION,C_LOW_TWO_PARENTS,P5B,R5_100,,98301,CTRL,LOW,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C06,GFP40_GF2_S5_C06_MIX_LOW_FT20K_RS98301_v1,s5,PRIMARY,DIRECTION,C_LOW_TWO_PARENTS,P5B,R5_100,,98301,MIX,LOW,LOW,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C07,GFP40_GF2_S5_C07_MIX_LOW_FT20K_RS98302_v1,s5,PRIMARY,DIRECTION,C_LOW_TWO_PARENTS,P5A,R5_100,,98302,MIX,LOW,LOW,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C08,GFP40_GF2_S5_C08_CTRL_LOW_FT20K_RS98302_v1,s5,PRIMARY,DIRECTION,C_LOW_TWO_PARENTS,P5A,R5_100,,98302,CTRL,LOW,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C09,GFP40_GF2_S5_C09_CTRL_HIGH_FT20K_RS98301_v1,s5,PRIMARY,DIRECTION,C_HIGH_TWO_PARENTS,P5B,R5_100,,98301,CTRL,HIGH,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C10,GFP40_GF2_S5_C10_MIX_HIGH_FT20K_RS98301_v1,s5,PRIMARY,DIRECTION,C_HIGH_TWO_PARENTS,P5B,R5_100,,98301,MIX,HIGH,HIGH,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C11,GFP40_GF2_S5_C11_MIX_HIGH_FT20K_RS98302_v1,s5,PRIMARY,DIRECTION,C_HIGH_TWO_PARENTS,P5A,R5_100,,98302,MIX,HIGH,HIGH,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C12,GFP40_GF2_S5_C12_CTRL_HIGH_FT20K_RS98302_v1,s5,PRIMARY,DIRECTION,C_HIGH_TWO_PARENTS,P5A,R5_100,,98302,CTRL,HIGH,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C13,GFP40_GF2_S5_C13_CTRL_G025_FRESH100K_RS98411_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_1,FRESH,R5_100,98411,98411,CTRL,G025,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C14,GFP40_GF2_S5_C14_MIX_G025_FRESH100K_RS98411_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_1,FRESH,R5_100,98411,98411,MIX,G025,G025,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C15,GFP40_GF2_S5_C15_CTRL_G025_FT20K_RS98511_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_1,C13,R5_100,,98511,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C13""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C16,GFP40_GF2_S5_C16_MIX_G025_FT20K_RS98511_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_1,C13,R5_100,,98511,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C13""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C17,GFP40_GF2_S5_C17_CTRL_G025_FT20K_RS98511_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_1,C14,R5_100,,98511,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C14""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C18,GFP40_GF2_S5_C18_MIX_G025_FT20K_RS98511_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_1,C14,R5_100,,98511,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C14""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C19,GFP40_GF2_S5_C19_MIX_G025_FRESH100K_RS98412_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_2,FRESH,R5_100,98412,98412,MIX,G025,G025,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C20,GFP40_GF2_S5_C20_CTRL_G025_FRESH100K_RS98412_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_2,FRESH,R5_100,98412,98412,CTRL,G025,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C21,GFP40_GF2_S5_C21_MIX_G025_FT20K_RS98512_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_2,C20,R5_100,,98512,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C20""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C22,GFP40_GF2_S5_C22_CTRL_G025_FT20K_RS98512_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_2,C20,R5_100,,98512,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C20""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C23,GFP40_GF2_S5_C23_MIX_G025_FT20K_RS98512_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_2,C19,R5_100,,98512,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C19""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C24,GFP40_GF2_S5_C24_CTRL_G025_FT20K_RS98512_v1,s5,PRIMARY,SCHEDULE_2x2,C_SCHEDULE_2,C19,R5_100,,98512,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C19""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C25,GFP40_GF2_S5_C25_NATIVE0_NATIVE_FRESH100K_RS98611_v1,s5,PRIMARY,LOCKED_CONFIRM,S5_CONFIRM_1,FRESH,R5_100,98611,98611,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C26,GFP40_GF2_S5_C26_CTRL_MSTAR_FT20K_RS98711_v1,s5,PRIMARY,LOCKED_CONFIRM,S5_CONFIRM_1,C25,R5_100,,98711,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C25"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,C27,GFP40_GF2_S5_C27_MIX_MSTAR_FT20K_RS98711_v1,s5,PRIMARY,LOCKED_CONFIRM,S5_CONFIRM_1,C25,R5_100,,98711,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C25"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,C28,GFP40_GF2_S5_C28_NATIVE0_NATIVE_FRESH100K_RS98612_v1,s5,PRIMARY,LOCKED_CONFIRM,S5_CONFIRM_2,FRESH,R5_100,98612,98612,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C29,GFP40_GF2_S5_C29_MIX_MSTAR_FT20K_RS98712_v1,s5,PRIMARY,LOCKED_CONFIRM,S5_CONFIRM_2,C28,R5_100,,98712,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C28"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,C30,GFP40_GF2_S5_C30_CTRL_MSTAR_FT20K_RS98712_v1,s5,PRIMARY,LOCKED_CONFIRM,S5_CONFIRM_2,C28,R5_100,,98712,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C28"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,C31,GFP40_GF2_S5_C31_NATIVE0_NATIVE_FRESH100K_RS98613_v1,s5,OPTIONAL,LOCKED_CONFIRM,S5_CONFIRM_3,FRESH,R5_100,98613,98613,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,C32,GFP40_GF2_S5_C32_CTRL_MSTAR_FT20K_RS98713_v1,s5,OPTIONAL,LOCKED_CONFIRM,S5_CONFIRM_3,C31,R5_100,,98713,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C31"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,C33,GFP40_GF2_S5_C33_MIX_MSTAR_FT20K_RS98713_v1,s5,OPTIONAL,LOCKED_CONFIRM,S5_CONFIRM_3,C31,R5_100,,98713,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""C31"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
