case_id,kind,role,server,tier,eligible_when,block_ids,layout,input_channels,width,depth,teacher_ref_alias,teacher_seed,student_seed,profile,total_updates,teacher_run_id,teacher_checkpoint_sha256,lr_U_peak,lr_A_peak,A_multiplier_after_10000,alpha,beta,lambda_E,planned_config_path,status
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS72001_BASE_FRESH50_v1,TRAIN,S,s2,CORE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B01""]",PL,10,104,"[1, 2, 2]",N2PL,71001,72001,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS72001_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73201_BASE_FRESH50_v1,TRAIN,S,s2,CORE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B02""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73201,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73201_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73202_BASE_FRESH50_v1,TRAIN,S,s2,CORE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B03""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73202,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73202_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73203_BASE_FRESH50_v1,TRAIN,S,s2,CORE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B04""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73203,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73203_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73204_BASE_FRESH50_v1,TRAIN,S,s2,CORE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B05""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73204,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73204_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,TRAIN,T,s2,CORE,S2_DONOR_VERIFIED,"[""FH20R1_S2_TEACHER_PREP""]",PL,10,112,"[1, 2, 3]",,71001,,N2INIT,50000,,,0.0001,1e-05,,,,0.0,config/FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73205_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_DONOR_OR_REFERENCE_UNAVAILABLE,"[""FH20R1_S2_B06""]",PLH,11,104,"[1, 2, 2]",F2,71001,73205,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73205_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73206_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_DONOR_OR_REFERENCE_UNAVAILABLE,"[""FH20R1_S2_B07""]",PLH,11,104,"[1, 2, 2]",F2,71001,73206,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73206_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73207_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_DONOR_OR_REFERENCE_UNAVAILABLE,"[""FH20R1_S2_B08""]",PLH,11,104,"[1, 2, 2]",F2,71001,73207,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73207_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73208_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_DONOR_OR_REFERENCE_UNAVAILABLE,"[""FH20R1_S2_B09""]",PLH,11,104,"[1, 2, 2]",F2,71001,73208,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PLH_W104_D122_WV3_TF2_TS71001_SS73208_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73205_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,ALWAYS,"[""FH20R1_S2_B06""]",PL,10,104,"[1, 2, 2]",F2,71001,73205,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73205_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73206_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,ALWAYS,"[""FH20R1_S2_B07""]",PL,10,104,"[1, 2, 2]",F2,71001,73206,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73206_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73207_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,ALWAYS,"[""FH20R1_S2_B08""]",PL,10,104,"[1, 2, 2]",F2,71001,73207,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73207_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73208_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,ALWAYS,"[""FH20R1_S2_B09""]",PL,10,104,"[1, 2, 2]",F2,71001,73208,BASE,50000,FH12_S2_T_PL_W112_D123_WV3_S71001_FRESH50_v1,d2832f5a2d40536a859369c011063fe65794c0b7159c93ab23e9976bcb98a1b2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TF2_TS71001_SS73208_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73205_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B06""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73205,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73205_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73206_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B07""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73206,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73206_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73207_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B08""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73207,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73207_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73208_BASE_FRESH50_v1,TRAIN,S,s2,RESERVE,S2_N2PL_REFERENCE_READY,"[""FH20R1_S2_B09""]",PL,10,104,"[1, 2, 2]",N2PL,71001,73208,BASE,50000,FH20R1_S2_T_PL_W112_D123_WV3_TS71001_N2INIT50_v1,,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S2_S_PL_W104_D122_WV3_TN2PL_TS71001_SS73208_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS72002_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B01""]",PH,10,104,"[1, 2, 1]",F3,71001,72002,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS72002_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73301_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B02""]",PH,10,104,"[1, 2, 1]",F3,71001,73301,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73301_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73302_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B03""]",PH,10,104,"[1, 2, 1]",F3,71001,73302,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73302_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73303_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B04""]",PH,10,104,"[1, 2, 1]",F3,71001,73303,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73303_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73304_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B05""]",PH,10,104,"[1, 2, 1]",F3,71001,73304,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73304_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS72002_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B01""]",PH,10,104,"[1, 2, 2]",F3,71001,72002,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS72002_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73301_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B02""]",PH,10,104,"[1, 2, 2]",F3,71001,73301,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73301_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73302_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B03""]",PH,10,104,"[1, 2, 2]",F3,71001,73302,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73302_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73303_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B04""]",PH,10,104,"[1, 2, 2]",F3,71001,73303,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73303_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73304_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B05""]",PH,10,104,"[1, 2, 2]",F3,71001,73304,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73304_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73305_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B06""]",PH,10,104,"[1, 2, 2]",F3,71001,73305,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73305_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73306_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B07""]",PH,10,104,"[1, 2, 2]",F3,71001,73306,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73306_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73307_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B08""]",PH,10,104,"[1, 2, 2]",F3,71001,73307,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73307_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73308_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B09""]",PH,10,104,"[1, 2, 2]",F3,71001,73308,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73308_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73309_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B10""]",PH,10,104,"[1, 2, 2]",F3,71001,73309,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73309_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73305_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B06""]",PH,10,112,"[1, 2, 2]",F3,71001,73305,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73305_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73306_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B07""]",PH,10,112,"[1, 2, 2]",F3,71001,73306,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73306_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73307_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B08""]",PH,10,112,"[1, 2, 2]",F3,71001,73307,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73307_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73308_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B09""]",PH,10,112,"[1, 2, 2]",F3,71001,73308,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73308_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73309_BASE_FRESH50_v1,TRAIN,S,s3,CORE,ALWAYS,"[""FH20R1_S3_B10""]",PH,10,112,"[1, 2, 2]",F3,71001,73309,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W112_D122_WV3_TF3_TS71001_SS73309_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73310_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B11""]",PH,10,104,"[1, 2, 1]",F3,71001,73310,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73310_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73311_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B12""]",PH,10,104,"[1, 2, 1]",F3,71001,73311,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73311_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73312_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B13""]",PH,10,104,"[1, 2, 1]",F3,71001,73312,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73312_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73313_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B14""]",PH,10,104,"[1, 2, 1]",F3,71001,73313,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D121_WV3_TF3_TS71001_SS73313_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73310_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B11""]",PH,10,104,"[1, 2, 2]",F3,71001,73310,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73310_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73311_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B12""]",PH,10,104,"[1, 2, 2]",F3,71001,73311,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73311_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73312_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B13""]",PH,10,104,"[1, 2, 2]",F3,71001,73312,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73312_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73313_BASE_FRESH50_v1,TRAIN,S,s3,RESERVE,ALWAYS,"[""FH20R1_S3_B14""]",PH,10,104,"[1, 2, 2]",F3,71001,73313,BASE,50000,FH12_S3_T_PH_W112_D123_WV3_S71001_FRESH50_v1,8a971c857a1f386f9a2cf130f8aaf674760d7fa0604d411c92ae7a35fffdb352,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S3_S_PH_W104_D122_WV3_TF3_TS71001_SS73313_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
